Name,ID,Has Block,Mod,Class,Display Name
Botania:endStoneBrick0Stairs,1844,true,Botania,vazkii.botania.common.item.block.ItemCubeMod,End Stone Brick Stairs
Botania:endStoneBrick2Stairs,1845,true,Botania,vazkii.botania.common.item.block.ItemCubeMod,Ender Brick Stairs
Botania:shimmerrock0Stairs,1846,true,Botania,vazkii.botania.common.item.block.ItemCubeMod,Shimmerrock Stairs
Botania:shimmerwoodPlanks0Stairs,1847,true,Botania,vazkii.botania.common.item.block.ItemCubeMod,Shimmerwood Plank Stairs
Botania:manaGlassPane,1848,true,Botania,vazkii.botania.common.item.block.ItemBlockMod,Managlass Pane
Botania:elfGlassPane,1849,true,Botania,vazkii.botania.common.item.block.ItemBlockMod,Alfglass Pane
Botania:bifrostPermPane,1850,true,Botania,vazkii.botania.common.item.block.ItemBlockMod,Bifrost Pane
Botania:quartzSlabDarkHalf,1851,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Smokey Quartz Slab
Botania:quartzSlabDarkFull,1852,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Smokey Quartz Slab
Botania:quartzSlabManaHalf,1853,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Mana Quartz Slab
Botania:quartzSlabManaFull,1854,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Mana Quartz Slab
Botania:quartzSlabBlazeHalf,1855,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Blaze Quartz Slab
Botania:quartzSlabBlazeFull,1856,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Blaze Quartz Slab
Botania:quartzSlabLavenderHalf,1857,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Lavender Quartz Slab
Botania:quartzSlabLavenderFull,1858,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Lavender Quartz Slab
Botania:quartzSlabRedHalf,1859,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Redquartz Slab
Botania:quartzSlabRedFull,1860,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Redquartz Slab
Botania:quartzSlabElfHalf,1861,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Elven Quartz Slab
Botania:quartzSlabElfFull,1862,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Elven Quartz Slab
Botania:quartzSlabSunnyHalf,1863,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Sunny Quartz Slab
Botania:quartzSlabSunnyFull,1864,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Sunny Quartz Slab
Botania:livingwood0Slab,1865,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Livingwood Slab
Botania:livingwood0SlabFull,1866,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Livingwood Slab
Botania:livingwood1Slab,1867,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Livingwood Plank Slab
Botania:livingwood1SlabFull,1868,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Livingwood Plank Slab
Botania:livingrock0Slab,1869,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Livingrock Slab
Botania:livingrock0SlabFull,1870,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Livingrock Slab
Botania:livingrock1Slab,1871,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Livingrock Brick Slab
Botania:livingrock1SlabFull,1872,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Livingrock Brick Slab
Botania:dreamwood0Slab,1873,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Dreamwood Slab
Botania:dreamwood0SlabFull,1874,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Dreamwood Slab
Botania:dreamwood1Slab,1875,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Dreamwood Plank Slab
Botania:dreamwood1SlabFull,1876,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Dreamwood Plank Slab
Botania:reedBlock0Slab,1877,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Reed Slab
Botania:reedBlock0SlabFull,1878,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Reed Slab
Botania:thatch0Slab,1879,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Thatch Slab
Botania:thatch0SlabFull,1880,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Thatch Slab
Botania:prismarine0Slab,1881,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Prismarine Slab
Botania:prismarine0SlabFull,1882,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Prismarine Slab
Botania:prismarine1Slab,1883,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Prismarine Brick Slab
Botania:prismarine1SlabFull,1884,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Prismarine Brick Slab
Botania:prismarine2Slab,1885,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Dark Prismarine Slab
Botania:prismarine2SlabFull,1886,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Dark Prismarine Slab
Botania:customBrick0Slab,1887,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Hellish Brick Slab
Botania:customBrick0SlabFull,1888,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Hellish Brick Slab
Botania:customBrick1Slab,1889,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Soul Brick Slab
Botania:customBrick1SlabFull,1890,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Soul Brick Slab
Botania:customBrick2Slab,1891,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Frosty Brick Slab
Botania:customBrick2SlabFull,1892,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Frosty Brick Slab
Botania:customBrick3Slab,1893,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Roof Tile Slab
Botania:customBrick3SlabFull,1894,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Roof Tile Slab
Botania:dirtPath0Slab,1895,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Trodden Dirt Slab
Botania:dirtPath0SlabFull,1896,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Trodden Dirt Slab
Botania:endStoneBrick0Slab,1897,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,End Stone Brick Slab
Botania:endStoneBrick0SlabFull,1898,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,End Stone Brick Slab
Botania:endStoneBrick2Slab,1899,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Ender Brick Slab
Botania:endStoneBrick2SlabFull,1900,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Ender Brick Slab
Botania:shimmerrock0Slab,1901,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Shimmerrock Slab
Botania:shimmerrock0SlabFull,1902,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Shimmerrock Slab
Botania:shimmerwoodPlanks0Slab,1903,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Shimmerwood Plank Slab
Botania:shimmerwoodPlanks0SlabFull,1904,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Shimmerwood Plank Slab
Botania:biomeStoneA0Slab,1905,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Forest Stone Slab
Botania:biomeStoneA0SlabFull,1906,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Forest Stone Slab
Botania:biomeStoneA1Slab,1907,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Plains Stone Slab
Botania:biomeStoneA1SlabFull,1908,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Plains Stone Slab
Botania:biomeStoneA2Slab,1909,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mountain Stone Slab
Botania:biomeStoneA2SlabFull,1910,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mountain Stone Slab
Botania:biomeStoneA3Slab,1911,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Fungal Stone Slab
Botania:biomeStoneA3SlabFull,1912,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Fungal Stone Slab
Botania:biomeStoneA4Slab,1913,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Swamp Stone Slab
Botania:biomeStoneA4SlabFull,1914,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Swamp Stone Slab
Botania:biomeStoneA5Slab,1915,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Desert Stone Slab
Botania:biomeStoneA5SlabFull,1916,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Desert Stone Slab
Botania:biomeStoneA6Slab,1917,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Taiga Stone Slab
Botania:biomeStoneA6SlabFull,1918,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Taiga Stone Slab
Botania:biomeStoneA7Slab,1919,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mesa Stone Slab
Botania:biomeStoneA7SlabFull,1920,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mesa Stone Slab
Botania:biomeStoneA8Slab,1921,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Forest Cobblestone Slab
Botania:biomeStoneA8SlabFull,1922,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Forest Cobblestone Slab
Botania:biomeStoneA9Slab,1923,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Plains Cobblestone Slab
Botania:biomeStoneA9SlabFull,1924,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Plains Cobblestone Slab
Botania:biomeStoneA10Slab,1925,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mountain Cobblestone Slab
Botania:biomeStoneA10SlabFull,1926,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mountain Cobblestone Slab
Botania:biomeStoneA11Slab,1927,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Fungal Cobblestone Slab
Botania:biomeStoneA11SlabFull,1928,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Fungal Cobblestone Slab
Botania:biomeStoneA12Slab,1929,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Swamp Cobblestone Slab
Botania:biomeStoneA12SlabFull,1930,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Swamp Cobblestone Slab
Botania:biomeStoneA13Slab,1931,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Desert Cobblestone Slab
Botania:biomeStoneA13SlabFull,1932,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Desert Cobblestone Slab
Botania:biomeStoneA14Slab,1933,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Taiga Cobblestone Slab
Botania:biomeStoneA14SlabFull,1934,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Taiga Cobblestone Slab
Botania:biomeStoneA15Slab,1935,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mesa Cobblestone Slab
Botania:biomeStoneA15SlabFull,1936,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mesa Cobblestone Slab
Botania:biomeStoneB0Slab,1937,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Forest Stone Brick Slab
Botania:biomeStoneB0SlabFull,1938,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Forest Stone Brick Slab
Botania:biomeStoneB1Slab,1939,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Plains Stone Brick Slab
Botania:biomeStoneB1SlabFull,1940,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Plains Stone Brick Slab
Botania:biomeStoneB2Slab,1941,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mountain Stone Brick Slab
Botania:biomeStoneB2SlabFull,1942,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mountain Stone Brick Slab
Botania:biomeStoneB3Slab,1943,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Fungal Stone Brick Slab
Botania:biomeStoneB3SlabFull,1944,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Fungal Stone Brick Slab
Botania:biomeStoneB4Slab,1945,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Swamp Stone Brick Slab
Botania:biomeStoneB4SlabFull,1946,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Swamp Stone Brick Slab
Botania:biomeStoneB5Slab,1947,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Desert Stone Brick Slab
Botania:biomeStoneB5SlabFull,1948,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Desert Stone Brick Slab
Botania:biomeStoneB6Slab,1949,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Taiga Stone Brick Slab
Botania:biomeStoneB6SlabFull,1950,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Taiga Stone Brick Slab
Botania:biomeStoneB7Slab,1951,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mesa Stone Bricks Slab
Botania:biomeStoneB7SlabFull,1952,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Metamorphic Mesa Stone Bricks Slab
Botania:stone0Slab,1953,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Andesite Slab
Botania:stone0SlabFull,1954,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Andesite Slab
Botania:stone1Slab,1955,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Basalt Slab
Botania:stone1SlabFull,1956,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Basalt Slab
Botania:stone2Slab,1957,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Diorite Slab
Botania:stone2SlabFull,1958,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Diorite Slab
Botania:stone3Slab,1959,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Granite Slab
Botania:stone3SlabFull,1960,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Granite Slab
Botania:stone8Slab,1961,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Andesite Brick Slab
Botania:stone8SlabFull,1962,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Andesite Brick Slab
Botania:stone9Slab,1963,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Basalt Brick Slab
Botania:stone9SlabFull,1964,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Basalt Brick Slab
Botania:stone10Slab,1965,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Diorite Brick Slab
Botania:stone10SlabFull,1966,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Diorite Brick Slab
Botania:stone11Slab,1967,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Granite Brick Slab
Botania:stone11SlabFull,1968,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Granite Brick Slab
Botania:pavement0Slab,1969,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,White Portuguese Pavement Slab
Botania:pavement0SlabFull,1970,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,White Portuguese Pavement Slab
Botania:pavement1Slab,1971,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Black Portuguese Pavement Slab
Botania:pavement1SlabFull,1972,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Black Portuguese Pavement Slab
Botania:pavement2Slab,1973,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Blue Portuguese Pavement Slab
Botania:pavement2SlabFull,1974,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Blue Portuguese Pavement Slab
Botania:pavement3Slab,1975,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Red Portuguese Pavement Slab
Botania:pavement3SlabFull,1976,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Red Portuguese Pavement Slab
Botania:pavement4Slab,1977,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Yellow Portuguese Pavement Slab
Botania:pavement4SlabFull,1978,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Yellow Portuguese Pavement Slab
Botania:pavement5Slab,1979,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Green Portuguese Pavement Slab
Botania:pavement5SlabFull,1980,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,Green Portuguese Pavement Slab
Avaritia:Double_Craft,1981,true,Avaritia,net.minecraft.item.ItemBlock,Compressed Crafting Table
Avaritia:Triple_Craft,1982,true,Avaritia,net.minecraft.item.ItemBlock,Double Compressed Crafting Table
Avaritia:Dire_Crafting,1983,true,Avaritia,net.minecraft.item.ItemBlock,Dire Crafting Table
Avaritia:Crystal_Matrix,1984,true,Avaritia,net.minecraft.item.ItemBlock,Crystal Matrix
Avaritia:Resource_Block,1985,true,Avaritia,fox.spiteful.avaritia.blocks.ItemBlockResource,Cosmic Neutronium Block
Avaritia:Neutron_Collector,1986,true,Avaritia,net.minecraft.item.ItemBlock,Neutron Collector
Avaritia:Neutronium_Compressor,1987,true,Avaritia,net.minecraft.item.ItemBlock,Neutronium Compressor
avaritiaddons:CompressedChest,1988,true,avaritiaddons,wanion.avaritiaddons.block.chest.ItemBlockAvaritiaddonsChest,Compressed Chest
avaritiaddons:InfinityChest,1989,true,avaritiaddons,wanion.avaritiaddons.block.chest.ItemBlockAvaritiaddonsChest,Infinity Chest
avaritiaddons:ExtremeAutoCrafter,1990,true,avaritiaddons,net.minecraft.item.ItemBlock,Dire Autocrafting Table
BiblioCraft:tile.BiblioFramedChest,1991,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemFramedChest,Framed Chest
BiblioCraft:BiblioPaneler,1992,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemFurniturePaneler,Oak Furniture Paneler
BiblioCraft:BiblioClipboard,1993,true,BiblioCraft,net.minecraft.item.ItemBlock,Clipboard
BiblioCraft:BiblioTypewriter,1994,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemTypewriter,White Typewriter
BiblioCraft:BiblioClock,1995,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemClock,Oak Clock
BiblioCraft:BiblioFlatPainting,1996,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemPaintingFrameFlat,Oak Painting Frame
BiblioCraft:BiblioSimplePainting,1997,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemPaintingFrameSimple,Oak Painting Frame
BiblioCraft:BiblioMiddlePainting,1998,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemPaintingFrameMiddle,Oak Painting Frame
BiblioCraft:BiblioFancyPainting,1999,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemPaintingFrameFancy,Oak Painting Frame
BiblioCraft:BiblioBorderlessPainting,2000,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemPaintingFrameBorderless,Oak Painting Frame
BiblioCraft:BiblioPaintPress,2001,true,BiblioCraft,net.minecraft.item.ItemBlock,Painting Press
BiblioCraft:BiblioSwordPedestal,2002,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemSwordPedestal,Sword Pedestal
BiblioCraft:BiblioFancySign,2003,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemFancySign,Oak Fancy Sign
BiblioCraft:BiblioWorkbench,2004,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemFancyWorkbench,Oak Fancy Workbench
BiblioCraft:BiblioBell,2005,true,BiblioCraft,net.minecraft.item.ItemBlock,Desk Bell
BiblioCraft:Bibliotheca,2006,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemBookcaseMaster,Oak Bookcase
BiblioCraft:BookcaseFilled,2007,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemBookcaseCreative,Oak Bookcase
BiblioCraft:BiblioPotionShelf,2008,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemPotionShelfMaster,Oak Potion Shelf
BiblioCraft:BiblioShelf,2009,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemGenericShelfMaster,Oak Shelf
BiblioCraft:BiblioRack,2010,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemWeaponRackMaster,Oak Tool Rack
BiblioCraft:BiblioCase,2011,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemWeaponCaseMaster,Oak Case
BiblioCraft:BiblioLabel,2012,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemLabelMaster,Oak Wood Label
BiblioCraft:BiblioDesk,2013,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemWritingDesk,Oak Desk
BiblioCraft:BiblioTable,2014,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemTable,Oak Table
BiblioCraft:Armor Stand,2015,true,BiblioCraft,net.minecraft.item.ItemBlock,Armor Stand
BiblioCraft:Typesetting Machine,2016,true,BiblioCraft,net.minecraft.item.ItemBlock,Typesetting Table
BiblioCraft:Printing Press,2017,true,BiblioCraft,net.minecraft.item.ItemBlock,Printing Press
BiblioCraft:BiblioLantern,2018,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemLantern,Fancy Lantern
BiblioCraft:BiblioIronLantern,2019,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemLantern,Fancy Lantern
BiblioCraft:BiblioLamp,2020,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemLamp,Fancy Lamp
BiblioCraft:BiblioIronLamp,2021,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemLamp,Fancy Lamp
BiblioCraft:BiblioStuffs,2022,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemStuffsMaster,Cookie Jar
BiblioCraft:BiblioMapFrames,2023,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemMapFrame,Oak Map Frame
BiblioCraft:BiblioSeats,2024,true,BiblioCraft,jds.bibliocraft.blocks.BlockItemSeat,Oak Seat
BiblioWoodsBoP:BiblioWoodBookcase,2025,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemBookcase,Sacred Oak Bookcase
BiblioWoodsBoP:BiblioWoodpotshelf,2026,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemPotionShelf,Sacred Oak Potion Shelf
BiblioWoodsBoP:BiblioWoodshelf,2027,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemShelf,Sacred Oak Shelf
BiblioWoodsBoP:BiblioWoodrack,2028,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemToolrack,Sacred Oak Tool Rack
BiblioWoodsBoP:BiblioWoodcase,2029,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemCase,Sacred Oak Case
BiblioWoodsBoP:BiblioWoodlabel,2030,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemLabel,Sacred Oak Label
BiblioWoodsBoP:BiblioWooddesk,2031,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemDesk,Sacred Oak Desk
BiblioWoodsBoP:BiblioWoodtable,2032,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemTable,Sacred Oak Table
BiblioWoodsBoP:BiblioWoodSeat,2033,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemSeat,Sacred Oak Seat
BiblioWoodsBoP:BiblioWoodMapFrame,2034,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemMapFrame,Sacred Oak Map Frame
BiblioWoodsBoP:BiblioWoodFancySign,2035,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemFancySign,Sacred Oak Fancy Sign
BiblioWoodsBoP:BiblioWoodFancyWorkbench,2036,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemFancyWorkbench,Sacred Oak Fancy Workbench
BiblioWoodsBoP:BiblioWoodClock,2037,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemClock,Sacred Oak Clock
BiblioWoodsBoP:BiblioWoodPaintingT0,2038,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemPaintingFrameT0,Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1,2039,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemPaintingFrameT1,Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2,2040,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemPaintingFrameT2,Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3,2041,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemPaintingFrameT3,Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4,2042,true,BiblioWoodsBoP,jds.bibliowood.bopwood.blocks.ItemPaintingFrameT4,Sacred Oak Painting Frame
BiblioWoodsForestry:BiblioWoodFstBookcase,2043,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemBookcase,Acacia Bookcase
BiblioWoodsForestry:BiblioWoodFstBookcase2,2044,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemBookcase2,Pine Bookcase
BiblioWoodsForestry:BiblioWoodFstpotshelf,2045,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPotionShelf,Acacia Potion Shelf
BiblioWoodsForestry:BiblioWoodFstpotshelf2,2046,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPotionShelf2,Pine Potion Shelf
BiblioWoodsForestry:BiblioWoodFstshelf,2047,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemShelf,Acacia Shelf
BiblioWoodsForestry:BiblioWoodFstshelf2,2048,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemShelf2,Pine Shelf
BiblioWoodsForestry:BiblioWoodFstrack,2049,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemToolrack,Acacia Tool Rack
BiblioWoodsForestry:BiblioWoodFstrack2,2050,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemToolrack2,Pine Tool Rack
BiblioWoodsForestry:BiblioWoodFstcase0,2051,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemCase0,Acacia Case
BiblioWoodsForestry:BiblioWoodFstcase1,2052,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemCase1,Pine Case
BiblioWoodsForestry:BiblioWoodFstlabel,2053,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemLabel,Acacia Label
BiblioWoodsForestry:BiblioWoodFstlabel2,2054,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemLabel2,Pine Label
BiblioWoodsForestry:BiblioWoodFstdesk,2055,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemDesk,Acacia Desk
BiblioWoodsForestry:BiblioWoodFstdesk2,2056,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemDesk2,Pine Desk
