Name,ID,Has Item,Mod,Class,Display Name
BiomesOPlenty:hardSand,1339,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Hardened Sand
BiomesOPlenty:hardDirt,1340,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Hardened Dirt
BiomesOPlenty:biomeBlock,1341,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Biome Essence Ore
BiomesOPlenty:crystal,1342,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Celestial Crystal
BiomesOPlenty:gemOre,1343,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGems,Ender Amethyst Ore
BiomesOPlenty:cragRock,1344,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Crag Rock
BiomesOPlenty:hive,1345,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockHive,Honeycomb Block
BiomesOPlenty:honeyBlock,1346,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockHoney,Honey Block
BiomesOPlenty:bones,1347,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBones,Small Bone Segment
BiomesOPlenty:grave,1348,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockGrave,Gravestone
BiomesOPlenty:planks,1349,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPPlank,Sacred Oak Wood Planks
BiomesOPlenty:woodenSingleSlab1,1350,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Sacred Oak Wood Slab
BiomesOPlenty:woodenDoubleSlab1,1351,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Sacred Oak Wood Slab
BiomesOPlenty:woodenSingleSlab2,1352,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Redwood Wood Slab
BiomesOPlenty:woodenDoubleSlab2,1353,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Redwood Wood Slab
BiomesOPlenty:stoneSingleSlab,1354,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Mud Bricks Slab
BiomesOPlenty:stoneDoubleSlab,1355,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Mud Bricks Slab
BiomesOPlenty:sacredoakStairs,1356,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Sacred Oak Wood Stairs
BiomesOPlenty:cherryStairs,1357,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Cherry Wood Stairs
BiomesOPlenty:darkStairs,1358,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Dark Wood Stairs
BiomesOPlenty:firStairs,1359,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Fir Wood Stairs
BiomesOPlenty:etherealStairs,1360,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Ethereal Wood Stairs
BiomesOPlenty:magicStairs,1361,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Magic Wood Stairs
BiomesOPlenty:mangroveStairs,1362,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Mangrove Wood Stairs
BiomesOPlenty:palmStairs,1363,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Palm Wood Stairs
BiomesOPlenty:redwoodStairs,1364,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Redwood Wood Stairs
BiomesOPlenty:willowStairs,1365,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Willow Wood Stairs
BiomesOPlenty:pineStairs,1366,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Pine Wood Stairs
BiomesOPlenty:hellBarkStairs,1367,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Hellbark Wood Stairs
BiomesOPlenty:jacarandaStairs,1368,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Jacaranda Wood Stairs
BiomesOPlenty:mahoganyStairs,1369,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Mahogany Wood Stairs
BiomesOPlenty:mudBricksStairs,1370,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Mud Bricks Stairs
BiomesOPlenty:colorizedLeaves1,1371,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPColorizedLeaves,Sacred Oak Leaves
BiomesOPlenty:colorizedLeaves2,1372,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPColorizedLeaves,Willow Leaves
BiomesOPlenty:poison,1373,true,BiomesOPlenty,biomesoplenty.common.fluids.blocks.BlockPoisonFluid,Poison
BiomesOPlenty:hell_blood,1374,true,BiomesOPlenty,biomesoplenty.common.fluids.blocks.BlockBloodFluid,Blood
BiomesOPlenty:honey,1375,true,BiomesOPlenty,biomesoplenty.common.fluids.blocks.BlockHoneyFluid,Honey
HardcoreEnderExpansion:enhanced_tnt,1376,true,HardcoreEnderExpansion,chylex.hee.block.BlockEnhancedTNT,TNT
HardcoreEnderExpansion:end_powder_ore,1377,true,HardcoreEnderExpansion,chylex.hee.block.BlockEndPowderOre,End Powder Ore
HardcoreEnderExpansion:void_chest,1378,true,HardcoreEnderExpansion,chylex.hee.block.BlockVoidChest,Void Saving Chest
HardcoreEnderExpansion:end_stone_terrain,1379,true,HardcoreEnderExpansion,chylex.hee.block.BlockEndstoneTerrain,Infested End Stone
HardcoreEnderExpansion:laboratory_stairs,1380,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasicStairs,Laboratory Stairs
HardcoreEnderExpansion:death_flower_pot,1381,true,HardcoreEnderExpansion,chylex.hee.block.BlockDeathFlowerPot,Flower Pot
HardcoreEnderExpansion:obsidian_stairs,1382,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasicStairs,Obsidian Stairs
HardcoreEnderExpansion:stardust_ore,1383,true,HardcoreEnderExpansion,chylex.hee.block.BlockStardustOre,Stardust Ore
HardcoreEnderExpansion:death_flower,1384,true,HardcoreEnderExpansion,chylex.hee.block.BlockDeathFlower,Death Flower
HardcoreEnderExpansion:decomposition_table,1385,true,HardcoreEnderExpansion,chylex.hee.block.BlockDecompositionTable,Decomposition Table
HardcoreEnderExpansion:laboratory_obsidian,1386,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasic,Laboratory Obsidian
HardcoreEnderExpansion:corrupted_energy_high,1387,true,HardcoreEnderExpansion,chylex.hee.block.BlockCorruptedEnergy,"Unnamed Block, report to mod author."
HardcoreEnderExpansion:ravaged_brick_glow,1388,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasic,Glowing Ravaged Brick
HardcoreEnderExpansion:dungeon_puzzle,1389,true,HardcoreEnderExpansion,chylex.hee.block.BlockDungeonPuzzle,Dungeon Puzzle (Triggerable - Unlit)
HardcoreEnderExpansion:laboratory_floor,1390,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasic,Laboratory Floor
HardcoreEnderExpansion:custom_spawner,1391,true,HardcoreEnderExpansion,chylex.hee.block.BlockCustomSpawner,Spawner
HardcoreEnderExpansion:cinder,1392,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasic,Cinder
HardcoreEnderExpansion:spooky_leaves,1393,true,HardcoreEnderExpansion,chylex.hee.block.BlockSpookyLeaves,Spooky Leaves
HardcoreEnderExpansion:igneous_rock_ore,1394,true,HardcoreEnderExpansion,chylex.hee.block.BlockIgneousRockOre,Igneous Rock Ore
HardcoreEnderExpansion:enderman_head_block,1395,true,HardcoreEnderExpansion,chylex.hee.block.BlockEndermanHead,Enderman Head
HardcoreEnderExpansion:obsidian_end,1396,true,HardcoreEnderExpansion,chylex.hee.block.BlockObsidianEnd,Falling Obsidian
HardcoreEnderExpansion:endium_ore,1397,true,HardcoreEnderExpansion,chylex.hee.block.BlockEndiumOre,Endium Ore
HardcoreEnderExpansion:crossed_decoration,1398,true,HardcoreEnderExpansion,chylex.hee.block.BlockCrossedDecoration,.name
HardcoreEnderExpansion:obsidian_special,1399,true,HardcoreEnderExpansion,chylex.hee.block.BlockObsidianSpecial,Smooth Obsidian
HardcoreEnderExpansion:block_special_effects,1400,true,HardcoreEnderExpansion,chylex.hee.block.BlockSpecialEffects,specialEffects.0.name
HardcoreEnderExpansion:experience_table,1401,true,HardcoreEnderExpansion,chylex.hee.block.BlockExperienceTable,Experience Table
HardcoreEnderExpansion:ravaged_brick,1402,true,HardcoreEnderExpansion,chylex.hee.block.BlockRavagedBrick,Ravaged Brick
HardcoreEnderExpansion:sphalerite,1403,true,HardcoreEnderExpansion,chylex.hee.block.BlockSphalerite,Sphalerite
HardcoreEnderExpansion:ravaged_brick_fence,1404,true,HardcoreEnderExpansion,net.minecraft.block.BlockFence,Ravaged Brick Fence
HardcoreEnderExpansion:biome_core,1405,true,HardcoreEnderExpansion,chylex.hee.block.BlockBiomeIslandCore,Biome Island Core
HardcoreEnderExpansion:essence_altar,1406,true,HardcoreEnderExpansion,chylex.hee.block.BlockEssenceAltar,Basic Essence Altar
HardcoreEnderExpansion:obsidian_special_glow,1407,true,HardcoreEnderExpansion,chylex.hee.block.BlockObsidianSpecial,Smooth Glowing Obsidian
HardcoreEnderExpansion:ravaged_brick_slab,1408,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasicSlab,Ravaged Brick Slab
HardcoreEnderExpansion:persegrit,1409,true,HardcoreEnderExpansion,chylex.hee.block.BlockPersegrit,Persegrit
HardcoreEnderExpansion:endium_block,1410,true,HardcoreEnderExpansion,net.minecraft.block.BlockCompressed,Endium Block
HardcoreEnderExpansion:corrupted_energy_low,1411,true,HardcoreEnderExpansion,chylex.hee.block.BlockCorruptedEnergy,"Unnamed Block, report to mod author."
HardcoreEnderExpansion:transport_beacon,1412,true,HardcoreEnderExpansion,chylex.hee.block.BlockTransportBeacon,Transport Beacon
HardcoreEnderExpansion:energy_extraction_table,1413,true,HardcoreEnderExpansion,chylex.hee.block.BlockExtractionTable,Extraction Table
HardcoreEnderExpansion:laboratory_glass,1414,true,HardcoreEnderExpansion,chylex.hee.block.BlockLaboratoryGlass,Laboratory Glass
HardcoreEnderExpansion:spooky_log,1415,true,HardcoreEnderExpansion,chylex.hee.block.BlockSpookyLog,Spooky Log
HardcoreEnderExpansion:energy_cluster,1416,true,HardcoreEnderExpansion,chylex.hee.block.BlockEnergyCluster,Energy Cluster
HardcoreEnderExpansion:enhanced_brewing_stand_block,1417,true,HardcoreEnderExpansion,chylex.hee.block.BlockEnhancedBrewingStand,Enhanced Brewing Stand
HardcoreEnderExpansion:ender_goo,1418,true,HardcoreEnderExpansion,chylex.hee.block.BlockEnderGoo,Ender Goo
HardcoreEnderExpansion:temple_end_portal,1419,true,HardcoreEnderExpansion,chylex.hee.block.BlockTempleEndPortal,End Portal
HardcoreEnderExpansion:ravaged_brick_smooth,1420,true,HardcoreEnderExpansion,chylex.hee.block.BlockRavagedBrickSmooth,Smooth Ravaged Brick
HardcoreEnderExpansion:ravaged_brick_stairs,1421,true,HardcoreEnderExpansion,chylex.hee.block.vanilla.BlockBasicStairs,Ravaged Brick Stairs
HardcoreEnderExpansion:accumulation_table,1422,true,HardcoreEnderExpansion,chylex.hee.block.BlockAccumulationTable,Accumulation Table
HardcoreEnderExpansion:laser_beam,1423,true,HardcoreEnderExpansion,chylex.hee.block.BlockLaserBeam,Laser Beam
HardcoreEnderExpansion:instability_orb_ore,1424,true,HardcoreEnderExpansion,chylex.hee.block.BlockInstabilityOrbOre,Instability Orb Ore
Forestry:core,1425,true,Forestry,forestry.core.blocks.BlockCore,Analyzer
Forestry:soil,1426,true,Forestry,forestry.core.blocks.BlockSoil,Humus
Forestry:resources,1427,true,Forestry,forestry.core.blocks.BlockResourceOre,Apatite Ore
Forestry:resourceStorage,1428,true,Forestry,forestry.core.blocks.BlockResourceStorage,Block of Apatite
Forestry:fluid.bioethanol,1429,true,Forestry,forestry.core.fluids.BlockForestryFluid,Ethanol
Forestry:fluid.biomass,1430,true,Forestry,forestry.core.fluids.BlockForestryFluid,Biomass
Forestry:fluid.glass,1431,true,Forestry,forestry.core.fluids.BlockForestryFluid,Liquid Glass
Forestry:fluid.honey,1432,true,Forestry,forestry.core.fluids.BlockForestryFluid,Honey
Forestry:fluid.ice,1433,true,Forestry,forestry.core.fluids.BlockForestryFluid,Crushed Ice
Forestry:fluid.juice,1434,true,Forestry,forestry.core.fluids.BlockForestryFluid,Fruit Juice
Forestry:fluid.seedoil,1435,true,Forestry,forestry.core.fluids.BlockForestryFluid,Seed Oil
Forestry:fluid.short.mead,1436,true,Forestry,forestry.core.fluids.BlockForestryFluid,Short Mead
Forestry:fluid.mead,1437,true,Forestry,forestry.core.fluids.BlockForestryFluid,Mead
Forestry:apiculture,1438,true,Forestry,forestry.apiculture.blocks.BlockApiculture,Apiary
Forestry:apicultureChest,1439,true,Forestry,forestry.core.blocks.BlockBase,Apiarist's Chest
Forestry:beehives,1440,true,Forestry,forestry.apiculture.blocks.BlockBeehives,tile.for.beehives.0.name
Forestry:candle,1441,true,Forestry,forestry.apiculture.blocks.BlockCandle,Unlit Candle
Forestry:stump,1442,true,Forestry,forestry.apiculture.blocks.BlockStump,Candle Stump
Forestry:alveary,1443,true,Forestry,forestry.apiculture.blocks.BlockAlveary,Alveary
Forestry:logs,1444,true,Forestry,forestry.arboriculture.blocks.BlockLog,Larch Wood
Forestry:planks,1445,true,Forestry,forestry.arboriculture.blocks.BlockPlanks,Larch Wood Planks
Forestry:slabs,1446,true,Forestry,forestry.arboriculture.blocks.BlockSlab,Larch Wood Slab
Forestry:slabsDouble,1447,true,Forestry,forestry.arboriculture.blocks.BlockSlab,Larch Wood Slab
Forestry:fences,1448,true,Forestry,forestry.arboriculture.blocks.BlockArbFence,Larch Fence
Forestry:stairs,1449,true,Forestry,forestry.arboriculture.blocks.BlockArbStairs,Larch Stairs
Forestry:logsFireproof,1450,true,Forestry,forestry.arboriculture.blocks.BlockLog,Larch Wood (Fireproof)
Forestry:planksFireproof,1451,true,Forestry,forestry.arboriculture.blocks.BlockPlanks,Larch Wood Planks (Fireproof)
Forestry:slabsFireproof,1452,true,Forestry,forestry.arboriculture.blocks.BlockSlab,Larch Wood Slab (Fireproof)
Forestry:slabsDoubleFireproof,1453,true,Forestry,forestry.arboriculture.blocks.BlockSlab,Larch Wood Slab (Fireproof)
Forestry:fencesFireproof,1454,true,Forestry,forestry.arboriculture.blocks.BlockArbFence,Larch Fence (Fireproof)
Forestry:stairsFireproof,1455,true,Forestry,forestry.arboriculture.blocks.BlockArbStairs,Larch Stairs (Fireproof)
Forestry:saplingGE,1456,true,Forestry,forestry.arboriculture.blocks.BlockSapling,Sapling
Forestry:leaves,1457,true,Forestry,forestry.arboriculture.blocks.BlockForestryLeaves,Leaves
Forestry:pods,1458,true,Forestry,forestry.arboriculture.blocks.BlockFruitPod,Pod
Forestry:arboriculture,1459,true,Forestry,forestry.arboriculture.blocks.BlockArboriculture,Arborist's Chest
Forestry:engine,1460,true,Forestry,forestry.energy.blocks.BlockEngine,Electrical Engine
Forestry:factory,1461,true,Forestry,forestry.factory.blocks.BlockFactoryTESR,Bottler
Forestry:factory2,1462,true,Forestry,forestry.factory.blocks.BlockFactoryPlain,Thermionic Fabricator
Forestry:mushroom,1463,true,Forestry,forestry.farming.blocks.BlockMushroom,Mushroom
Forestry:ffarm,1464,true,Forestry,forestry.farming.blocks.BlockFarm,Farm Block
Forestry:lepidopterology,1465,true,Forestry,forestry.lepidopterology.blocks.BlockLepidopterology,Lepidopterist's Chest
Forestry:mail,1466,true,Forestry,forestry.mail.blocks.BlockMail,Mailbox
EnderIO:blockStirlingGenerator,1467,true,EnderIO,crazypants.enderio.machine.generator.stirling.BlockStirlingGenerator,Stirling Generator
EnderIO:blockCombustionGenerator,1468,true,EnderIO,crazypants.enderio.machine.generator.combustion.BlockCombustionGenerator,Combustion Generator
EnderIO:blockZombieGenerator,1469,true,EnderIO,crazypants.enderio.machine.generator.zombie.BlockZombieGenerator,Zombie Generator
EnderIO:blockFrankenzombieGenerator,1470,true,EnderIO,crazypants.enderio.machine.generator.zombie.BlockZombieGenerator.BlockFrankenZombieGenerator,Frank'N'Zombie Generator
EnderIO:blockEnderGenerator,1471,true,EnderIO,crazypants.enderio.machine.generator.zombie.BlockZombieGenerator.BlockEnderGenerator,Ender Generator
EnderIO:blockSolarPanel,1472,true,EnderIO,crazypants.enderio.machine.solar.BlockSolarPanel,Photovoltaic Cell
EnderIO:blockSagMill,1473,true,EnderIO,crazypants.enderio.machine.crusher.BlockCrusher,SAG Mill
EnderIO:blockAlloySmelter,1474,true,EnderIO,crazypants.enderio.machine.alloy.BlockAlloySmelter,Alloy Smelter
EnderIO:blockCapBank,1476,true,EnderIO,crazypants.enderio.machine.capbank.BlockCapBank,Chaotic Capacitor Bank
EnderIO:blockPainter,1477,true,EnderIO,crazypants.enderio.machine.painter.BlockPainter,Painting Machine
EnderIO:blockPaintedFence,1478,true,EnderIO,crazypants.enderio.machine.painter.BlockPaintedFence,Painted Fence
EnderIO:blockPaintedFenceGate,1479,true,EnderIO,crazypants.enderio.machine.painter.BlockPaintedFenceGate,Painted Gate
EnderIO:blockPaintedWall,1480,true,EnderIO,crazypants.enderio.machine.painter.BlockPaintedWall,Painted Wall
EnderIO:blockPaintedStair,1481,true,EnderIO,crazypants.enderio.machine.painter.BlockPaintedStair,Painted Stairs
EnderIO:blockPaintedSlab,1482,true,EnderIO,crazypants.enderio.machine.painter.BlockPaintedSlab,Painted Slab
EnderIO:blockPaintedDoubleSlab,1483,true,EnderIO,crazypants.enderio.machine.painter.BlockPaintedSlab,Painted Slab
EnderIO:blockCrafter,1484,true,EnderIO,crazypants.enderio.machine.crafter.BlockCrafter,Crafter
EnderIO:blockPaintedGlowstone,1485,true,EnderIO,crazypants.enderio.machine.painter.BlockPaintedGlowstone,Painted Glowstone
EnderIO:blockPaintedCarpet,1486,true,EnderIO,crazypants.enderio.machine.painter.BlockPaintedCarpet,Painted Carpet
EnderIO:blockVat,1487,true,EnderIO,crazypants.enderio.machine.vat.BlockVat,The Vat
EnderIO:blockPowerMonitor,1488,true,EnderIO,crazypants.enderio.machine.monitor.BlockPowerMonitor,Power Monitor
EnderIO:blockFarmStation,1489,true,EnderIO,crazypants.enderio.machine.farm.BlockFarmStation,Farming Station
EnderIO:blockWirelessCharger,1490,true,EnderIO,crazypants.enderio.machine.wireless.BlockWirelessCharger,Wireless Charger
EnderIO:blockHyperCube,1491,true,EnderIO,crazypants.enderio.machine.hypercube.BlockHyperCube,Dimensional Transceiver (Deprecated)
EnderIO:blockTank,1492,true,EnderIO,crazypants.enderio.machine.tank.BlockTank,Fluid Tank
EnderIO:blockReservoir,1493,true,EnderIO,crazypants.enderio.machine.reservoir.BlockReservoir,Reservoir
EnderIO:blockVacuumChest,1494,true,EnderIO,crazypants.enderio.machine.vacuum.BlockVacuumChest,Vacuum Chest
EnderIO:blockTransceiver,1495,true,EnderIO,crazypants.enderio.machine.transceiver.BlockTransceiver,Dimensional Transceiver
EnderIO:blockBuffer,1496,true,EnderIO,crazypants.enderio.machine.buffer.BlockBuffer,Item Buffer
EnderIO:blockInventoryPanel,1497,true,EnderIO,crazypants.enderio.machine.invpanel.BlockInventoryPanel,Inventory Panel
EnderIO:blockEnderIo,1498,true,EnderIO,crazypants.enderio.enderface.BlockEnderIO,Ender IO
EnderIO:blockTravelAnchor,1499,true,EnderIO,crazypants.enderio.teleport.anchor.BlockTravelAnchor,Travel Anchor
EnderIO:blockTelePad,1500,true,EnderIO,crazypants.enderio.teleport.telepad.BlockTelePad,Telepad Block
EnderIO:blockSliceAndSplice,1501,true,EnderIO,crazypants.enderio.machine.slicensplice.BlockSliceAndSplice,Slice'N'Splice
EnderIO:blockSoulBinder,1502,true,EnderIO,crazypants.enderio.machine.soul.BlockSoulBinder,Soul Binder
EnderIO:blockPoweredSpawner,1503,true,EnderIO,crazypants.enderio.machine.spawner.BlockPoweredSpawner,Powered Spawner
EnderIO:blockKillerJoe,1504,true,EnderIO,crazypants.enderio.machine.killera.BlockKillerJoe,Killer Joe
EnderIO:blockAttractor,1505,true,EnderIO,crazypants.enderio.machine.obelisk.attractor.BlockAttractor,Attractor Obelisk
EnderIO:blockSpawnGuard,1506,true,EnderIO,crazypants.enderio.machine.obelisk.aversion.BlockAversionObelisk,Aversion Obelisk
EnderIO:blockExperienceObelisk,1507,true,EnderIO,crazypants.enderio.machine.obelisk.xp.BlockExperienceObelisk,Experience Obelisk
EnderIO:blockWeatherObelisk,1508,true,EnderIO,crazypants.enderio.machine.obelisk.weather.BlockWeatherObelisk,Weather Obelisk
EnderIO:blockInhibitorObelisk,1509,true,EnderIO,crazypants.enderio.machine.obelisk.inhibitor.BlockInhibitorObelisk,Inhibitor Obelisk
EnderIO:blockEnchanter,1510,true,EnderIO,crazypants.enderio.machine.enchanter.BlockEnchanter,Enchanter
EnderIO:blockDarkSteelPressurePlate,1511,true,EnderIO,crazypants.enderio.block.BlockDarkSteelPressurePlate,Dark Pressure Plate
EnderIO:blockDarkSteelAnvil,1512,true,EnderIO,crazypants.enderio.block.BlockDarkSteelAnvil,Dark Steel Anvil
EnderIO:blockDarkSteelLadder,1513,true,EnderIO,crazypants.enderio.block.BlockDarkSteelLadder,Dark Steel Ladder
EnderIO:blockElectricLight,1514,true,EnderIO,crazypants.enderio.machine.light.BlockElectricLight,Powered Light
EnderIO:blockLightNode,1515,true,EnderIO,crazypants.enderio.machine.light.BlockLightNode,Light Node
EnderIO:blockReinforcedObsidian,1516,true,EnderIO,crazypants.enderio.block.BlockReinforcedObsidian,Reinforced Obsidian
EnderIO:blockFusedQuartz,1517,true,EnderIO,crazypants.enderio.material.BlockFusedQuartz,Fused Quartz
EnderIO:blockEnderRail,1518,true,EnderIO,crazypants.enderio.rail.BlockEnderRail,Ender Rail
EnderIO:blockConduitBundle,1519,true,EnderIO,crazypants.enderio.conduit.BlockConduitBundle,Conduit Connector
EnderIO:blockConduitFacade,1520,true,EnderIO,crazypants.enderio.conduit.facade.BlockConduitFacade,Conduit Facade
EnderIO:blockEndermanSkull,1521,true,EnderIO,crazypants.enderio.item.skull.BlockEndermanSkull,Enderman Head
EnderIO:blockNutrient_distillation,1522,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Nutrient Distillation
EnderIO:blockHootch,1523,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Hootch
EnderIO:blockRocket_fuel,1524,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Rocket Fuel
EnderIO:blockFire_water,1525,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Fire Water
EnderIO:blockLiquid_sunshine,1526,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Liquid Sunshine
EnderIO:blockCloud_seed,1527,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Cloud Seed
EnderIO:blockCloud_seed_concentrated,1528,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Concentrated Cloud Seed
EnderIO:blockEnder_distillation,1529,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Dew of the Void
EnderIO:blockVapor_of_levity,1530,true,EnderIO,crazypants.enderio.fluid.BlockFluidEio,Vapor of Levity
EnderIO:blockIngotStorage,1531,true,EnderIO,crazypants.enderio.material.BlockIngotStorage,Electrical Steel Block
EnderIO:blockIngotStorageEndergy,1532,true,EnderIO,crazypants.enderio.material.endergy.BlockIngotStorageEndergy,Clay Compound Block
EnderIO:blockDarkIronBars,1533,true,EnderIO,crazypants.enderio.material.BlockDarkSteelBars,Dark Steel Bars
EnderIO:blockSoulariumBars,1534,true,EnderIO,crazypants.enderio.material.BlockDarkSteelBars.BlockSoulariumBars,Soularium Bars
EnderIO:blockEndSteelBars,1535,true,EnderIO,crazypants.enderio.material.BlockDarkSteelBars.BlockEndSteelBars,End Steel Bars
supersolarpanel:SingularSolarPanel,1536,true,supersolarpanel,com.supsolpans.blocks.BlockSuperSP,Singular Solar Panel
supersolarpanel:SpectralSolarPanel,1537,true,supersolarpanel,com.supsolpans.blocks.BlockSpectralSP,Spectral Solar Panel
supersolarpanel:AdminSolarPanel,1538,true,supersolarpanel,com.supsolpans.blocks.BlockAdminSP,Light-Absorbing Solar Panel
supersolarpanel:PhotonicSolarPanel,1539,true,supersolarpanel,com.supsolpans.blocks.BlockPhotonSP,Photonic Solar Panel
dreamcraft:tile.QuadrupleCompressedCoalCoke,1540,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Quadruple Compressed Coal Coke
dreamcraft:tile.CompressedCoalCoke,1541,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Compressed Coal Coke
dreamcraft:tile.SandClayMix,1542,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Sand Clay Mix
dreamcraft:tile.NaquadahPlatedReinforcedStone,1543,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Naquadah Plated Reinforced Stone
dreamcraft:tile.QuintupleCompressedCoalCoke,1544,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Quintuple Compressed Coal Coke
dreamcraft:tile.Ledox,1545,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Ledox
dreamcraft:tile.SteelPlatedReinforcedStone,1546,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Steel Plated Reinforced Stone
dreamcraft:tile.CallistoColdIce,1547,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Callisto Cold Ice Block
dreamcraft:tile.PistonBlock,1548,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Piston Block
dreamcraft:tile.TitaniumPlatedReinforcedStone,1549,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Titanium Plated Reinforced Stone
dreamcraft:tile.QuadrupleCompressedCoal,1550,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Quadruple Compressed Coal
dreamcraft:tile.CompressedCoal,1551,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Compressed Coal
dreamcraft:tile.Mytryl,1552,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Mytryl
dreamcraft:tile.BloodyThaumium,1553,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Blood-Soaked Thaumium Block
dreamcraft:tile.NeutroniumPlatedReinforcedStone,1554,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Neutronium Plated Reinforced Stone
dreamcraft:tile.BloodyIchorium,1555,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Blood-Soaked Ichorium Block
dreamcraft:tile.MysteriousCrystal,1556,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Mysterious Crystal Block
dreamcraft:tile.TripleCompressedCoal,1557,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Triple Compressed Coal
dreamcraft:tile.TripleCompressedCharcoal,1558,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Triple Compressed Charcoal
dreamcraft:tile.BronzePlatedReinforcedStone,1559,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Bronze Plated Reinforced Stone
dreamcraft:tile.QuintupleCompressedCoal,1560,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Quintuple Compressed Coal
dreamcraft:tile.TripleCompressedCoalCoke,1561,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Triple Compressed Coal Coke
dreamcraft:tile.QuintupleCompressedCharcoal,1562,true,dreamcraft,eu.usrv.yamcore.blocks.BlockBase,Block of Quintuple Compressed Charcoal
